dteday,yr,mnth,hr,weekday,workingday,season,weathersit,cnt,registered,casual
2011-03-10,2011,3,19,2011-03-10,iya,semi,Hujan Ringan/salju,56,51,5
2011-03-10,2011,3,20,2011-03-10,iya,semi,Hujan Ringan/salju,38,29,9
2011-03-10,2011,3,21,2011-03-10,iya,semi,Hujan Ringan/salju,28,27,1
2011-03-10,2011,3,22,2011-03-10,iya,semi,berkabut,34,30,4
2011-03-10,2011,3,23,2011-03-10,iya,semi,Hujan Ringan/salju,27,26,1
2011-03-11,2011,3,0,2011-03-11,iya,semi,berkabut,6,6,0
2011-03-11,2011,3,1,2011-03-11,iya,semi,Hujan Ringan/salju,8,8,0
2011-03-11,2011,3,2,2011-03-11,iya,semi,Hujan Ringan/salju,5,3,2
2011-03-11,2011,3,3,2011-03-11,iya,semi,berkabut,2,2,0
2011-03-11,2011,3,5,2011-03-11,iya,semi,Cerah,7,6,1
2011-03-11,2011,3,6,2011-03-11,iya,semi,Cerah,32,31,1
2011-03-11,2011,3,7,2011-03-11,iya,semi,Cerah,114,104,10
2011-03-11,2011,3,8,2011-03-11,iya,semi,Cerah,259,244,15
2011-03-11,2011,3,9,2011-03-11,iya,semi,berkabut,156,143,13
2011-03-11,2011,3,10,2011-03-11,iya,semi,berkabut,78,60,18
2011-03-11,2011,3,11,2011-03-11,iya,semi,berkabut,81,67,14
2011-03-11,2011,3,12,2011-03-11,iya,semi,berkabut,111,96,15
2011-03-11,2011,3,13,2011-03-11,iya,semi,Cerah,107,92,15
2011-03-11,2011,3,14,2011-03-11,iya,semi,berkabut,89,64,25
2011-03-11,2011,3,15,2011-03-11,iya,semi,berkabut,85,64,21
2011-03-11,2011,3,16,2011-03-11,iya,semi,berkabut,113,95,18
2011-03-11,2011,3,17,2011-03-11,iya,semi,Cerah,223,200,23
2011-03-11,2011,3,18,2011-03-11,iya,semi,Cerah,153,134,19
2011-03-11,2011,3,19,2011-03-11,iya,semi,Cerah,118,111,7
2011-03-11,2011,3,20,2011-03-11,iya,semi,Cerah,76,70,6
2011-03-11,2011,3,21,2011-03-11,iya,semi,berkabut,53,43,10
2011-03-11,2011,3,22,2011-03-11,iya,semi,Cerah,64,53,11
2011-03-11,2011,3,23,2011-03-11,iya,semi,Cerah,37,34,3
2011-03-12,2011,3,0,2011-03-12,tidak,semi,Cerah,34,30,4
2011-03-12,2011,3,1,2011-03-12,tidak,semi,Cerah,18,15,3
2011-03-12,2011,3,2,2011-03-12,tidak,semi,Cerah,14,14,0
2011-03-12,2011,3,3,2011-03-12,tidak,semi,Cerah,7,6,1
2011-03-12,2011,3,4,2011-03-12,tidak,semi,Cerah,1,1,0
2011-03-12,2011,3,5,2011-03-12,tidak,semi,Cerah,2,2,0
2011-03-12,2011,3,6,2011-03-12,tidak,semi,Cerah,4,2,2
2011-03-12,2011,3,7,2011-03-12,tidak,semi,Cerah,23,19,4
2011-03-12,2011,3,8,2011-03-12,tidak,semi,Cerah,53,44,9
2011-03-12,2011,3,9,2011-03-12,tidak,semi,Cerah,101,76,25
2011-03-12,2011,3,10,2011-03-12,tidak,semi,Cerah,99,78,21
2011-03-12,2011,3,11,2011-03-12,tidak,semi,Cerah,119,83,36
2011-03-12,2011,3,12,2011-03-12,tidak,semi,Cerah,158,107,51
2011-03-12,2011,3,13,2011-03-12,tidak,semi,Cerah,157,95,62
2011-03-12,2011,3,14,2011-03-12,tidak,semi,Cerah,166,96,70
2011-03-12,2011,3,15,2011-03-12,tidak,semi,Cerah,182,101,81
2011-03-12,2011,3,16,2011-03-12,tidak,semi,Cerah,244,144,100
2011-03-12,2011,3,17,2011-03-12,tidak,semi,Cerah,213,114,99
2011-03-12,2011,3,18,2011-03-12,tidak,semi,Cerah,145,91,54
2011-03-12,2011,3,19,2011-03-12,tidak,semi,Cerah,112,86,26
2011-03-12,2011,3,20,2011-03-12,tidak,semi,Cerah,86,64,22
2011-03-12,2011,3,21,2011-03-12,tidak,semi,Cerah,82,46,36
2011-03-12,2011,3,22,2011-03-12,tidak,semi,Cerah,63,56,7
2011-03-12,2011,3,23,2011-03-12,tidak,semi,Cerah,49,38,11
2011-03-13,2011,3,0,2011-03-13,tidak,semi,Cerah,38,35,3
2011-03-13,2011,3,1,2011-03-13,tidak,semi,Cerah,33,23,10
2011-03-13,2011,3,3,2011-03-13,tidak,semi,Cerah,23,17,6
2011-03-13,2011,3,4,2011-03-13,tidak,semi,Cerah,13,9,4
2011-03-13,2011,3,5,2011-03-13,tidak,semi,Cerah,3,3,0
2011-03-13,2011,3,6,2011-03-13,tidak,semi,Cerah,2,2,0
2011-03-13,2011,3,7,2011-03-13,tidak,semi,Cerah,10,8,2
2011-03-13,2011,3,8,2011-03-13,tidak,semi,Cerah,34,23,11
2011-03-13,2011,3,9,2011-03-13,tidak,semi,Cerah,44,36,8
2011-03-13,2011,3,10,2011-03-13,tidak,semi,Cerah,122,86,36
2011-03-13,2011,3,11,2011-03-13,tidak,semi,Cerah,181,93,88
2011-03-13,2011,3,12,2011-03-13,tidak,semi,Cerah,194,120,74
2011-03-13,2011,3,13,2011-03-13,tidak,semi,Cerah,221,124,97
2011-03-13,2011,3,14,2011-03-13,tidak,semi,Cerah,250,106,144
2011-03-13,2011,3,15,2011-03-13,tidak,semi,Cerah,304,155,149
2011-03-13,2011,3,16,2011-03-13,tidak,semi,Cerah,256,132,124
2011-03-13,2011,3,17,2011-03-13,tidak,semi,Cerah,241,143,98
2011-03-13,2011,3,18,2011-03-13,tidak,semi,Cerah,147,92,55
2011-03-13,2011,3,19,2011-03-13,tidak,semi,Cerah,101,73,28
2011-03-13,2011,3,20,2011-03-13,tidak,semi,Cerah,77,54,23
2011-03-13,2011,3,21,2011-03-13,tidak,semi,Cerah,58,49,9
2011-03-13,2011,3,22,2011-03-13,tidak,semi,Cerah,37,29,8
2011-03-13,2011,3,23,2011-03-13,tidak,semi,Cerah,28,23,5
2011-03-14,2011,3,0,2011-03-14,iya,semi,Cerah,11,7,4
2011-03-14,2011,3,1,2011-03-14,iya,semi,Cerah,1,1,0
2011-03-14,2011,3,2,2011-03-14,iya,semi,Cerah,1,1,0
2011-03-14,2011,3,3,2011-03-14,iya,semi,Cerah,3,3,0
2011-03-14,2011,3,5,2011-03-14,iya,semi,Cerah,8,8,0
2011-03-14,2011,3,6,2011-03-14,iya,semi,Cerah,28,27,1
2011-03-14,2011,3,7,2011-03-14,iya,semi,berkabut,88,84,4
2011-03-14,2011,3,8,2011-03-14,iya,semi,berkabut,241,217,24
2011-03-14,2011,3,9,2011-03-14,iya,semi,Cerah,140,127,13
2011-03-14,2011,3,10,2011-03-14,iya,semi,Cerah,84,57,27
2011-03-14,2011,3,11,2011-03-14,iya,semi,Cerah,71,45,26
2011-03-14,2011,3,12,2011-03-14,iya,semi,Cerah,94,54,40
2011-03-14,2011,3,13,2011-03-14,iya,semi,Cerah,75,51,24
2011-03-14,2011,3,14,2011-03-14,iya,semi,berkabut,79,52,27
2011-03-14,2011,3,15,2011-03-14,iya,semi,Cerah,101,77,24
2011-03-14,2011,3,16,2011-03-14,iya,semi,Cerah,107,80,27
2011-03-14,2011,3,17,2011-03-14,iya,semi,Cerah,271,229,42
2011-03-14,2011,3,18,2011-03-14,iya,semi,Cerah,235,210,25
2011-03-14,2011,3,19,2011-03-14,iya,semi,Cerah,150,133,17
2011-03-14,2011,3,20,2011-03-14,iya,semi,Cerah,129,106,23
2011-03-14,2011,3,21,2011-03-14,iya,semi,Cerah,63,58,5
2011-03-14,2011,3,22,2011-03-14,iya,semi,Cerah,47,43,4
2011-03-14,2011,3,23,2011-03-14,iya,semi,Cerah,19,17,2
2011-03-15,2011,3,0,2011-03-15,iya,semi,Cerah,14,7,7
2011-03-15,2011,3,1,2011-03-15,iya,semi,Cerah,10,6,4
2011-03-15,2011,3,2,2011-03-15,iya,semi,Cerah,3,2,1
2011-03-15,2011,3,4,2011-03-15,iya,semi,Cerah,2,1,1
2011-03-15,2011,3,5,2011-03-15,iya,semi,Cerah,11,11,0
2011-03-15,2011,3,6,2011-03-15,iya,semi,Cerah,35,32,3
2011-03-15,2011,3,7,2011-03-15,iya,semi,Cerah,119,109,10
2011-03-15,2011,3,8,2011-03-15,iya,semi,Cerah,282,259,23
2011-03-15,2011,3,9,2011-03-15,iya,semi,berkabut,157,147,10
2011-03-15,2011,3,10,2011-03-15,iya,semi,berkabut,78,56,22
2011-03-15,2011,3,11,2011-03-15,iya,semi,berkabut,78,51,27
2011-03-15,2011,3,12,2011-03-15,iya,semi,berkabut,102,70,32
2011-03-15,2011,3,13,2011-03-15,iya,semi,berkabut,97,74,23
2011-03-15,2011,3,14,2011-03-15,iya,semi,berkabut,88,74,14
2011-03-15,2011,3,15,2011-03-15,iya,semi,berkabut,90,66,24
2011-03-15,2011,3,16,2011-03-15,iya,semi,berkabut,114,93,21
2011-03-15,2011,3,17,2011-03-15,iya,semi,berkabut,217,195,22
2011-03-15,2011,3,18,2011-03-15,iya,semi,berkabut,225,207,18
2011-03-15,2011,3,19,2011-03-15,iya,semi,berkabut,152,138,14
2011-03-15,2011,3,20,2011-03-15,iya,semi,berkabut,88,79,9
2011-03-15,2011,3,21,2011-03-15,iya,semi,Hujan Ringan/salju,55,53,2
2011-03-15,2011,3,22,2011-03-15,iya,semi,berkabut,21,20,1
2011-03-15,2011,3,23,2011-03-15,iya,semi,berkabut,18,17,1
2011-03-16,2011,3,0,2011-03-16,iya,semi,Hujan Ringan/salju,8,8,0
2011-03-16,2011,3,1,2011-03-16,iya,semi,Hujan Ringan/salju,3,2,1
2011-03-16,2011,3,3,2011-03-16,iya,semi,berkabut,3,2,1
2011-03-16,2011,3,4,2011-03-16,iya,semi,berkabut,1,1,0
2011-03-16,2011,3,5,2011-03-16,iya,semi,berkabut,3,3,0
2011-03-16,2011,3,6,2011-03-16,iya,semi,berkabut,31,30,1
2011-03-16,2011,3,7,2011-03-16,iya,semi,berkabut,111,101,10
2011-03-16,2011,3,8,2011-03-16,iya,semi,berkabut,253,227,26
2011-03-16,2011,3,9,2011-03-16,iya,semi,berkabut,154,144,10
2011-03-16,2011,3,10,2011-03-16,iya,semi,berkabut,68,49,19
2011-03-16,2011,3,11,2011-03-16,iya,semi,berkabut,75,62,13
2011-03-16,2011,3,12,2011-03-16,iya,semi,berkabut,88,65,23
2011-03-16,2011,3,13,2011-03-16,iya,semi,berkabut,99,81,18
2011-03-16,2011,3,14,2011-03-16,iya,semi,berkabut,100,67,33
2011-03-16,2011,3,15,2011-03-16,iya,semi,berkabut,101,79,22
2011-03-16,2011,3,16,2011-03-16,iya,semi,berkabut,151,121,30
2011-03-16,2011,3,17,2011-03-16,iya,semi,berkabut,253,216,37
2011-03-16,2011,3,18,2011-03-16,iya,semi,berkabut,237,211,26
2011-03-16,2011,3,19,2011-03-16,iya,semi,berkabut,168,150,18
2011-03-16,2011,3,20,2011-03-16,iya,semi,berkabut,121,111,10
2011-03-16,2011,3,21,2011-03-16,iya,semi,berkabut,78,75,3
2011-03-16,2011,3,22,2011-03-16,iya,semi,berkabut,59,48,11
2011-03-16,2011,3,23,2011-03-16,iya,semi,Cerah,27,18,9
2011-03-17,2011,3,0,2011-03-17,iya,semi,Cerah,23,19,4
2011-03-17,2011,3,1,2011-03-17,iya,semi,Cerah,12,11,1
2011-03-17,2011,3,2,2011-03-17,iya,semi,Cerah,8,5,3
2011-03-17,2011,3,3,2011-03-17,iya,semi,Cerah,2,1,1
2011-03-17,2011,3,4,2011-03-17,iya,semi,Cerah,3,3,0
2011-03-17,2011,3,5,2011-03-17,iya,semi,Cerah,13,13,0
2011-03-17,2011,3,6,2011-03-17,iya,semi,Cerah,51,47,4
2011-03-17,2011,3,7,2011-03-17,iya,semi,Cerah,140,128,12
2011-03-17,2011,3,8,2011-03-17,iya,semi,Cerah,299,282,17
2011-03-17,2011,3,9,2011-03-17,iya,semi,Cerah,185,162,23
2011-03-17,2011,3,10,2011-03-17,iya,semi,Cerah,78,69,9
2011-03-17,2011,3,11,2011-03-17,iya,semi,Cerah,86,66,20
2011-03-17,2011,3,12,2011-03-17,iya,semi,Cerah,105,81,24
2011-03-17,2011,3,13,2011-03-17,iya,semi,berkabut,111,85,26
2011-03-17,2011,3,14,2011-03-17,iya,semi,Cerah,119,87,32
2011-03-17,2011,3,15,2011-03-17,iya,semi,Cerah,125,95,30
2011-03-17,2011,3,16,2011-03-17,iya,semi,Cerah,142,108,34
2011-03-17,2011,3,17,2011-03-17,iya,semi,Cerah,313,265,48
2011-03-17,2011,3,18,2011-03-17,iya,semi,berkabut,310,260,50
2011-03-17,2011,3,19,2011-03-17,iya,semi,Cerah,207,189,18
2011-03-17,2011,3,20,2011-03-17,iya,semi,Cerah,137,112,25
2011-03-17,2011,3,21,2011-03-17,iya,semi,Cerah,138,119,19
2011-03-17,2011,3,22,2011-03-17,iya,semi,Cerah,87,70,17
2011-03-17,2011,3,23,2011-03-17,iya,semi,Cerah,50,43,7
2011-03-18,2011,3,0,2011-03-18,iya,semi,Cerah,29,24,5
2011-03-18,2011,3,1,2011-03-18,iya,semi,Cerah,16,12,4
2011-03-18,2011,3,2,2011-03-18,iya,semi,Cerah,14,9,5
2011-03-18,2011,3,3,2011-03-18,iya,semi,Cerah,5,4,1
2011-03-18,2011,3,5,2011-03-18,iya,semi,Cerah,10,8,2
2011-03-18,2011,3,6,2011-03-18,iya,semi,Cerah,36,35,1
2011-03-18,2011,3,7,2011-03-18,iya,semi,Cerah,123,112,11
2011-03-18,2011,3,8,2011-03-18,iya,semi,Cerah,280,256,24
2011-03-18,2011,3,9,2011-03-18,iya,semi,Cerah,210,192,18
2011-03-18,2011,3,10,2011-03-18,iya,semi,Cerah,117,74,43
2011-03-18,2011,3,11,2011-03-18,iya,semi,Cerah,159,104,55
2011-03-18,2011,3,12,2011-03-18,iya,semi,berkabut,195,123,72
2011-03-18,2011,3,13,2011-03-18,iya,semi,Cerah,175,118,57
2011-03-18,2011,3,14,2011-03-18,iya,semi,Cerah,174,103,71
2011-03-18,2011,3,15,2011-03-18,iya,semi,berkabut,173,111,62
2011-03-18,2011,3,16,2011-03-18,iya,semi,Cerah,204,137,67
2011-03-18,2011,3,17,2011-03-18,iya,semi,Cerah,332,237,95
2011-03-18,2011,3,18,2011-03-18,iya,semi,Cerah,331,247,84
2011-03-18,2011,3,19,2011-03-18,iya,semi,Cerah,190,132,58
2011-03-18,2011,3,20,2011-03-18,iya,semi,Cerah,149,103,46
2011-03-18,2011,3,21,2011-03-18,iya,semi,Cerah,113,91,22
2011-03-18,2011,3,22,2011-03-18,iya,semi,Cerah,118,63,55
2011-03-18,2011,3,23,2011-03-18,iya,semi,berkabut,86,60,26
2011-03-19,2011,3,0,2011-03-19,tidak,semi,berkabut,76,50,26
2011-03-19,2011,3,1,2011-03-19,tidak,semi,berkabut,51,35,16
2011-03-19,2011,3,2,2011-03-19,tidak,semi,berkabut,25,20,5
2011-03-19,2011,3,3,2011-03-19,tidak,semi,berkabut,8,7,1
2011-03-19,2011,3,4,2011-03-19,tidak,semi,Cerah,3,2,1
2011-03-19,2011,3,5,2011-03-19,tidak,semi,Cerah,2,2,0
2011-03-19,2011,3,6,2011-03-19,tidak,semi,Cerah,10,10,0
2011-03-19,2011,3,7,2011-03-19,tidak,semi,Cerah,13,9,4
2011-03-19,2011,3,8,2011-03-19,tidak,semi,Cerah,48,37,11
2011-03-19,2011,3,9,2011-03-19,tidak,semi,Cerah,76,41,35
2011-03-19,2011,3,10,2011-03-19,tidak,semi,Cerah,140,85,55
2011-03-19,2011,3,11,2011-03-19,tidak,semi,Cerah,196,106,90
2011-03-19,2011,3,12,2011-03-19,tidak,semi,Cerah,267,141,126
2011-03-19,2011,3,13,2011-03-19,tidak,semi,Cerah,301,127,174
2011-03-19,2011,3,14,2011-03-19,tidak,semi,Cerah,312,144,168
2011-03-19,2011,3,15,2011-03-19,tidak,semi,Cerah,313,143,170
2011-03-19,2011,3,16,2011-03-19,tidak,semi,Cerah,304,129,175
2011-03-19,2011,3,17,2011-03-19,tidak,semi,Cerah,278,140,138
2011-03-19,2011,3,18,2011-03-19,tidak,semi,Cerah,217,125,92
2011-03-19,2011,3,19,2011-03-19,tidak,semi,Cerah,154,116,38
2011-03-19,2011,3,20,2011-03-19,tidak,semi,Cerah,108,69,39
2011-03-19,2011,3,21,2011-03-19,tidak,semi,Cerah,93,73,20
2011-03-19,2011,3,22,2011-03-19,tidak,semi,Cerah,72,45,27
2011-03-19,2011,3,23,2011-03-19,tidak,semi,Cerah,50,37,13
2011-03-20,2011,3,0,2011-03-20,tidak,semi,Cerah,40,33,7
2011-03-20,2011,3,1,2011-03-20,tidak,semi,Cerah,24,22,2
2011-03-20,2011,3,2,2011-03-20,tidak,semi,Cerah,30,24,6
2011-03-20,2011,3,3,2011-03-20,tidak,semi,Cerah,12,11,1
2011-03-20,2011,3,4,2011-03-20,tidak,semi,Cerah,3,1,2
2011-03-20,2011,3,5,2011-03-20,tidak,semi,Cerah,9,6,3
2011-03-20,2011,3,6,2011-03-20,tidak,semi,Cerah,4,3,1
2011-03-20,2011,3,7,2011-03-20,tidak,semi,Cerah,14,9,5
2011-03-20,2011,3,8,2011-03-20,tidak,semi,Cerah,37,30,7
2011-03-20,2011,3,9,2011-03-20,tidak,semi,Cerah,78,43,35
2011-03-20,2011,3,10,2011-03-20,tidak,semi,berkabut,136,81,55
2011-03-20,2011,3,11,2011-03-20,tidak,semi,Cerah,203,111,92
2011-03-20,2011,3,12,2011-03-20,tidak,semi,Cerah,228,108,120
2011-03-20,2011,3,13,2011-03-20,tidak,semi,Cerah,203,115,88
2011-03-20,2011,3,14,2011-03-20,tidak,semi,Cerah,279,134,145
2011-03-20,2011,3,15,2011-03-20,tidak,semi,Cerah,308,136,172
2011-03-20,2011,3,16,2011-03-20,tidak,semi,Cerah,224,132,92
2011-03-20,2011,3,17,2011-03-20,tidak,semi,Cerah,226,143,83
2011-03-20,2011,3,18,2011-03-20,tidak,semi,Cerah,156,98,58
2011-03-20,2011,3,19,2011-03-20,tidak,semi,Cerah,79,58,21
2011-03-20,2011,3,20,2011-03-20,tidak,semi,Cerah,67,46,21
2011-03-20,2011,3,21,2011-03-20,tidak,semi,berkabut,49,39,10
2011-03-20,2011,3,22,2011-03-20,tidak,semi,berkabut,38,30,8
2011-03-20,2011,3,23,2011-03-20,tidak,semi,Hujan Ringan/salju,24,11,13
2011-03-21,2011,3,0,2011-03-21,iya,panas,Hujan Ringan/salju,13,11,2
2011-03-21,2011,3,1,2011-03-21,iya,panas,berkabut,7,6,1
2011-03-21,2011,3,2,2011-03-21,iya,panas,berkabut,6,5,1
2011-03-21,2011,3,3,2011-03-21,iya,panas,berkabut,1,1,0
2011-03-21,2011,3,5,2011-03-21,iya,panas,Cerah,2,1,1
2011-03-21,2011,3,6,2011-03-21,iya,panas,Hujan Ringan/salju,32,30,2
2011-03-21,2011,3,7,2011-03-21,iya,panas,Hujan Ringan/salju,18,15,3
2011-03-21,2011,3,8,2011-03-21,iya,panas,berkabut,98,95,3
2011-03-21,2011,3,9,2011-03-21,iya,panas,berkabut,127,115,12
2011-03-21,2011,3,10,2011-03-21,iya,panas,berkabut,62,45,17
2011-03-21,2011,3,11,2011-03-21,iya,panas,berkabut,79,47,32
2011-03-21,2011,3,12,2011-03-21,iya,panas,berkabut,81,56,25
2011-03-21,2011,3,13,2011-03-21,iya,panas,berkabut,112,77,35
2011-03-21,2011,3,14,2011-03-21,iya,panas,berkabut,101,65,36
2011-03-21,2011,3,15,2011-03-21,iya,panas,berkabut,107,66,41
2011-03-21,2011,3,16,2011-03-21,iya,panas,berkabut,141,112,29
2011-03-21,2011,3,17,2011-03-21,iya,panas,berkabut,272,231,41
2011-03-21,2011,3,18,2011-03-21,iya,panas,berkabut,276,232,44
2011-03-21,2011,3,19,2011-03-21,iya,panas,Cerah,221,199,22
2011-03-21,2011,3,20,2011-03-21,iya,panas,Cerah,122,106,16
2011-03-21,2011,3,21,2011-03-21,iya,panas,Cerah,91,79,12
2011-03-21,2011,3,22,2011-03-21,iya,panas,Cerah,78,60,18
2011-03-21,2011,3,23,2011-03-21,iya,panas,Cerah,30,22,8
2011-03-22,2011,3,0,2011-03-22,iya,panas,Cerah,11,7,4
2011-03-22,2011,3,1,2011-03-22,iya,panas,Cerah,19,13,6
2011-03-22,2011,3,2,2011-03-22,iya,panas,Cerah,1,1,0
2011-03-22,2011,3,3,2011-03-22,iya,panas,Cerah,5,2,3
2011-03-22,2011,3,4,2011-03-22,iya,panas,berkabut,1,1,0
2011-03-22,2011,3,5,2011-03-22,iya,panas,berkabut,12,11,1
2011-03-22,2011,3,6,2011-03-22,iya,panas,Cerah,60,58,2
2011-03-22,2011,3,7,2011-03-22,iya,panas,berkabut,136,132,4
2011-03-22,2011,3,8,2011-03-22,iya,panas,berkabut,336,312,24
2011-03-22,2011,3,9,2011-03-22,iya,panas,berkabut,178,159,19
2011-03-22,2011,3,10,2011-03-22,iya,panas,berkabut,124,95,29
2011-03-22,2011,3,11,2011-03-22,iya,panas,Cerah,86,64,22
2011-03-22,2011,3,12,2011-03-22,iya,panas,Cerah,121,86,35
2011-03-22,2011,3,13,2011-03-22,iya,panas,Cerah,106,85,21
2011-03-22,2011,3,14,2011-03-22,iya,panas,Cerah,101,71,30
2011-03-22,2011,3,15,2011-03-22,iya,panas,Cerah,134,79,55
2011-03-22,2011,3,16,2011-03-22,iya,panas,Cerah,165,125,40
2011-03-22,2011,3,17,2011-03-22,iya,panas,Cerah,307,265,42
2011-03-22,2011,3,18,2011-03-22,iya,panas,Cerah,312,271,41
2011-03-22,2011,3,19,2011-03-22,iya,panas,berkabut,164,142,22
2011-03-22,2011,3,20,2011-03-22,iya,panas,berkabut,135,116,19
2011-03-22,2011,3,21,2011-03-22,iya,panas,berkabut,87,63,24
2011-03-22,2011,3,22,2011-03-22,iya,panas,berkabut,70,57,13
2011-03-22,2011,3,23,2011-03-22,iya,panas,berkabut,32,28,4
2011-03-23,2011,3,0,2011-03-23,iya,panas,Hujan Ringan/salju,11,8,3
2011-03-23,2011,3,1,2011-03-23,iya,panas,Hujan Ringan/salju,7,7,0
2011-03-23,2011,3,2,2011-03-23,iya,panas,Hujan Ringan/salju,2,1,1
2011-03-23,2011,3,3,2011-03-23,iya,panas,berkabut,3,3,0
2011-03-23,2011,3,5,2011-03-23,iya,panas,Hujan Ringan/salju,10,10,0
2011-03-23,2011,3,6,2011-03-23,iya,panas,berkabut,44,43,1
2011-03-23,2011,3,7,2011-03-23,iya,panas,berkabut,118,111,7
2011-03-23,2011,3,8,2011-03-23,iya,panas,berkabut,261,247,14
2011-03-23,2011,3,9,2011-03-23,iya,panas,berkabut,182,174,8
2011-03-23,2011,3,10,2011-03-23,iya,panas,berkabut,75,60,15
2011-03-23,2011,3,11,2011-03-23,iya,panas,berkabut,71,53,18
2011-03-23,2011,3,12,2011-03-23,iya,panas,berkabut,87,73,14
2011-03-23,2011,3,13,2011-03-23,iya,panas,Hujan Ringan/salju,108,94,14
2011-03-23,2011,3,14,2011-03-23,iya,panas,berkabut,84,71,13
2011-03-23,2011,3,15,2011-03-23,iya,panas,berkabut,85,74,11
2011-03-23,2011,3,16,2011-03-23,iya,panas,berkabut,136,123,13
2011-03-23,2011,3,17,2011-03-23,iya,panas,berkabut,273,245,28
2011-03-23,2011,3,18,2011-03-23,iya,panas,Hujan Ringan/salju,238,218,20
2011-03-23,2011,3,19,2011-03-23,iya,panas,Hujan Ringan/salju,159,147,12
2011-03-23,2011,3,20,2011-03-23,iya,panas,Hujan Ringan/salju,75,72,3
2011-03-23,2011,3,21,2011-03-23,iya,panas,Hujan Ringan/salju,22,22,0
2011-03-23,2011,3,22,2011-03-23,iya,panas,berkabut,44,38,6
2011-03-23,2011,3,23,2011-03-23,iya,panas,Hujan Ringan/salju,26,24,2
2011-03-24,2011,3,0,2011-03-24,iya,panas,berkabut,11,11,0
2011-03-24,2011,3,1,2011-03-24,iya,panas,berkabut,3,3,0
2011-03-24,2011,3,2,2011-03-24,iya,panas,berkabut,6,6,0
2011-03-24,2011,3,3,2011-03-24,iya,panas,berkabut,1,0,1
2011-03-24,2011,3,4,2011-03-24,iya,panas,berkabut,1,1,0
2011-03-24,2011,3,5,2011-03-24,iya,panas,berkabut,9,8,1
2011-03-24,2011,3,6,2011-03-24,iya,panas,berkabut,41,41,0
2011-03-24,2011,3,7,2011-03-24,iya,panas,Hujan Ringan/salju,108,106,2
2011-03-24,2011,3,8,2011-03-24,iya,panas,Hujan Ringan/salju,124,120,4
2011-03-24,2011,3,9,2011-03-24,iya,panas,berkabut,97,94,3
2011-03-24,2011,3,10,2011-03-24,iya,panas,berkabut,65,55,10
2011-03-24,2011,3,11,2011-03-24,iya,panas,berkabut,71,61,10
2011-03-24,2011,3,12,2011-03-24,iya,panas,berkabut,94,82,12
2011-03-24,2011,3,13,2011-03-24,iya,panas,berkabut,101,90,11
2011-03-24,2011,3,14,2011-03-24,iya,panas,berkabut,83,66,17
2011-03-24,2011,3,15,2011-03-24,iya,panas,berkabut,90,77,13
2011-03-24,2011,3,16,2011-03-24,iya,panas,berkabut,84,78,6
2011-03-24,2011,3,17,2011-03-24,iya,panas,berkabut,233,221,12
2011-03-24,2011,3,18,2011-03-24,iya,panas,berkabut,214,197,17
2011-03-24,2011,3,19,2011-03-24,iya,panas,Cerah,138,122,16
2011-03-24,2011,3,20,2011-03-24,iya,panas,Cerah,118,110,8
2011-03-24,2011,3,21,2011-03-24,iya,panas,Cerah,78,67,11
2011-03-24,2011,3,22,2011-03-24,iya,panas,Cerah,62,59,3
2011-03-24,2011,3,23,2011-03-24,iya,panas,Cerah,33,24,9
2011-03-25,2011,3,0,2011-03-25,iya,panas,Cerah,18,17,1
2011-03-25,2011,3,1,2011-03-25,iya,panas,Cerah,5,5,0
2011-03-25,2011,3,2,2011-03-25,iya,panas,Cerah,5,5,0
2011-03-25,2011,3,3,2011-03-25,iya,panas,Cerah,2,2,0
2011-03-25,2011,3,4,2011-03-25,iya,panas,Cerah,5,2,3
2011-03-25,2011,3,5,2011-03-25,iya,panas,Cerah,9,9,0
2011-03-25,2011,3,6,2011-03-25,iya,panas,Cerah,32,32,0
2011-03-25,2011,3,7,2011-03-25,iya,panas,Cerah,104,100,4
2011-03-25,2011,3,8,2011-03-25,iya,panas,Cerah,237,228,9
2011-03-25,2011,3,9,2011-03-25,iya,panas,Cerah,166,150,16
2011-03-25,2011,3,10,2011-03-25,iya,panas,Cerah,68,53,15
2011-03-25,2011,3,11,2011-03-25,iya,panas,Cerah,75,58,17
2011-03-25,2011,3,12,2011-03-25,iya,panas,Cerah,145,108,37
2011-03-25,2011,3,13,2011-03-25,iya,panas,Cerah,138,104,34
2011-03-25,2011,3,14,2011-03-25,iya,panas,Cerah,133,103,30
2011-03-25,2011,3,15,2011-03-25,iya,panas,berkabut,122,79,43
2011-03-25,2011,3,16,2011-03-25,iya,panas,berkabut,150,127,23
2011-03-25,2011,3,17,2011-03-25,iya,panas,berkabut,225,202,23
2011-03-25,2011,3,18,2011-03-25,iya,panas,Cerah,198,190,8
2011-03-25,2011,3,19,2011-03-25,iya,panas,berkabut,135,126,9
2011-03-25,2011,3,20,2011-03-25,iya,panas,berkabut,81,75,6
2011-03-25,2011,3,21,2011-03-25,iya,panas,berkabut,75,64,11
2011-03-25,2011,3,22,2011-03-25,iya,panas,berkabut,43,40,3
2011-03-25,2011,3,23,2011-03-25,iya,panas,berkabut,39,31,8
2011-03-26,2011,3,0,2011-03-26,tidak,panas,berkabut,28,25,3
2011-03-26,2011,3,1,2011-03-26,tidak,panas,Cerah,27,24,3
2011-03-26,2011,3,2,2011-03-26,tidak,panas,Cerah,25,21,4
